"C:\Program Files\Java\jdk-9.0.1\bin\java" -Dvisualvm.id=170415548485161 -Xms1024m -Xmx4096m "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\lib\idea_rt.jar=53735:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\out\production\BasicClassifier;C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\lib\libsvm.jar me.mostly.ml.test.sp500.Main ../project-2/data/transposed.csv
Odd val: AES, [180 (10/1/01)] = -0.682890669
False negatives (FN):                     8
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.74 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.782608695652174 (PPV=TP/PredictedPos)
Negative predictive value:                0.7037037037037037 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7419871794871795 (area=(TPR+TNR)/2)
F1 score:                                 0.7346938775510203 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7450980392156863 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.26 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.21739130434782608 (FDR=FP/PredictedPos)
False omission rate:                      0.2962962962962963 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.323076923076923 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3886639676113361 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      8.549999999999997 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, WU, ZION]
Average return: 1.3509662249123775
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     5
False negatives (FN):                     8
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.74 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.782608695652174 (PPV=TP/PredictedPos)
Negative predictive value:                0.7037037037037037 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7419871794871795 (area=(TPR+TNR)/2)
F1 score:                                 0.7346938775510203 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7450980392156863 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.26 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.21739130434782608 (FDR=FP/PredictedPos)
False omission rate:                      0.2962962962962963 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.323076923076923 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3886639676113361 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      8.549999999999997 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, WU, ZION]
Average return: 1.3509662249123775
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=20.0, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     5
False negatives (FN):                     8
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.74 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.782608695652174 (PPV=TP/PredictedPos)
Negative predictive value:                0.7037037037037037 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7419871794871795 (area=(TPR+TNR)/2)
F1 score:                                 0.7346938775510203 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7450980392156863 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.26 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.21739130434782608 (FDR=FP/PredictedPos)
False omission rate:                      0.2962962962962963 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.323076923076923 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3886639676113361 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      8.549999999999997 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, WU, ZION]
Average return: 1.3509662249123775
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=100.0, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     5
False negatives (FN):                     8
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.74 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.782608695652174 (PPV=TP/PredictedPos)
Negative predictive value:                0.7037037037037037 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7419871794871795 (area=(TPR+TNR)/2)
F1 score:                                 0.7346938775510203 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7450980392156863 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.26 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.21739130434782608 (FDR=FP/PredictedPos)
False omission rate:                      0.2962962962962963 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.323076923076923 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3886639676113361 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      8.549999999999997 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, WU, ZION]
Average return: 1.3509662249123775
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=20.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.5, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=2.0, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [AIZ, ARNC, ATVI, CCL, CHRW, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, SBUX, WDC, YHOO, ZION]
Average return: 1.3459860565126156
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1000.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=2.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
